user_id,transaction_count,transaction_amount,session_time,feature_used,churn
70,26,4920,55,UPI,0
71,44,2998,16,Recharge,1
72,34,177,47,UPI,0
73,10,2721,53,BillPay,0
74,36,4327,15,Recharge,0
75,14,700,25,BillPay,0
76,31,1165,36,BillPay,0
77,48,2236,11,Recharge,1
78,15,2549,51,UPI,0
79,8,2443,15,Recharge,1
80,14,1963,4,BillPay,1
81,23,1418,21,BillPay,0
82,40,4811,13,Recharge,1
83,21,3697,22,UPI,1
84,16,3862,19,UPI,0
85,45,4770,34,BillPay,0
86,18,2290,14,BillPay,0
87,47,1092,4,UPI,0
88,24,2812,48,Recharge,1
89,26,2292,53,BillPay,0
90,25,1348,52,UPI,1
91,45,3154,46,BillPay,0
92,41,4698,27,Recharge,0
93,29,4133,29,UPI,1
94,15,2097,47,BillPay,0
95,45,3787,28,Recharge,0
96,1,2251,35,BillPay,0
97,25,4118,8,Recharge,0
98,7,3210,16,Recharge,0
99,9,2070,42,UPI,0
100,24,297,36,Recharge,0
101,1,2726,30,BillPay,1
102,44,1302,18,Recharge,0
103,8,2135,2,Recharge,0
104,24,577,49,UPI,0
105,11,1354,13,Recharge,1
106,17,1022,4,Recharge,0
107,8,519,26,BillPay,0
108,35,2304,25,UPI,0
109,35,2697,30,UPI,0
110,33,1220,11,UPI,1
111,5,3168,7,Recharge,1
112,42,1050,31,UPI,0
113,39,2436,44,Recharge,0
114,41,2343,10,Recharge,0
115,28,2745,39,BillPay,1
116,7,1957,13,BillPay,1
117,9,4712,31,BillPay,0
118,8,1965,7,BillPay,1
119,12,3012,56,BillPay,1
120,34,2953,49,Recharge,0
121,33,3328,42,Recharge,0
122,48,3819,42,UPI,0
123,23,3328,56,Recharge,1
124,24,2471,36,Recharge,1
125,37,2991,20,BillPay,1
126,35,3856,4,Recharge,1
127,44,4325,54,BillPay,0
128,40,194,7,UPI,1
129,22,2774,54,UPI,1
130,27,2055,1,Recharge,0
131,35,893,44,UPI,0
132,1,1934,56,Recharge,1
133,35,2216,45,UPI,0
134,37,4206,42,BillPay,1
135,47,3425,47,BillPay,0
136,14,3019,59,BillPay,0
137,3,2697,13,BillPay,1
138,1,3305,55,Recharge,0
139,5,4907,22,UPI,0
140,26,914,54,Recharge,0
141,14,445,21,BillPay,1
142,39,2449,22,Recharge,0
143,27,462,28,UPI,1
144,9,2543,9,Recharge,0
145,15,2365,26,UPI,1
146,15,2288,9,Recharge,1
147,26,3105,15,UPI,0
148,42,3381,10,UPI,0
149,13,1084,24,BillPay,0
150,32,1739,58,UPI,0
151,39,927,57,BillPay,0
152,49,2830,42,BillPay,0
153,32,3631,8,BillPay,0
154,4,4551,24,Recharge,0
155,30,3035,16,Recharge,0
156,37,3976,49,Recharge,0
157,23,226,26,Recharge,1
158,39,3277,27,UPI,0
159,45,3156,37,UPI,0
160,15,703,4,Recharge,0
161,43,3549,50,UPI,1
162,29,4246,24,UPI,1
163,36,3633,19,BillPay,1
164,13,3467,36,BillPay,1
165,32,3468,39,BillPay,0
166,7,3897,10,BillPay,1
167,22,1892,25,UPI,1
168,28,2961,18,Recharge,0
169,2,3576,19,UPI,1
170,42,3517,36,UPI,0
171,45,1745,10,UPI,0
172,6,1305,33,BillPay,0
173,28,3130,55,BillPay,0
174,28,2972,50,BillPay,1
175,44,3172,5,Recharge,0
176,44,1954,47,UPI,0
177,20,4121,49,Recharge,0
178,30,4762,35,BillPay,1
179,11,2808,44,Recharge,0
180,28,3602,34,UPI,0
181,25,1432,33,UPI,1
182,39,301,55,BillPay,1
183,33,3607,21,BillPay,0
184,1,4312,17,Recharge,1
185,27,674,22,BillPay,1
186,13,636,48,BillPay,1
187,41,1725,37,UPI,0
188,3,2222,15,BillPay,0
189,39,485,35,BillPay,0
190,6,3381,28,UPI,0
191,8,574,7,UPI,0
192,27,517,32,Recharge,0
193,9,3700,11,BillPay,0
194,37,1054,10,UPI,0
195,33,4958,9,Recharge,0
196,42,1305,14,Recharge,1
197,44,4859,13,BillPay,0
198,24,4220,57,BillPay,0
199,15,2090,25,Recharge,1
200,32,4905,2,UPI,0
201,32,3672,35,Recharge,1
202,24,4480,7,BillPay,1
203,41,4258,21,UPI,0
204,49,4857,18,UPI,1
205,49,2813,3,Recharge,0
206,12,2303,42,BillPay,0
207,39,3220,54,Recharge,0
208,2,1066,39,Recharge,0
209,3,3532,41,Recharge,1
210,49,788,49,UPI,0
211,37,4343,11,UPI,0
212,49,3801,39,BillPay,0
213,17,441,24,BillPay,0
214,49,1824,46,Recharge,0
215,2,4522,19,Recharge,0
216,2,1892,4,Recharge,1
217,28,1859,26,BillPay,0
218,23,3312,38,UPI,0
219,37,1089,42,UPI,0
220,32,2362,32,Recharge,0
221,33,2582,39,Recharge,1
222,1,1051,45,Recharge,0
223,19,822,46,Recharge,0
224,2,3489,36,BillPay,0
225,44,2179,40,UPI,1
226,26,2817,37,Recharge,0
227,32,2432,33,BillPay,0
228,6,3476,36,Recharge,1
229,32,4624,3,Recharge,0
230,4,1600,9,UPI,1
231,11,385,8,Recharge,1
232,17,3595,33,UPI,0
233,38,2165,59,UPI,0
234,24,868,6,UPI,0
235,5,3157,41,BillPay,0
236,34,4389,39,BillPay,1
237,6,2261,4,UPI,0
238,22,3393,13,Recharge,0
239,11,1046,49,UPI,1
240,48,3435,2,Recharge,0
241,16,4250,5,UPI,0
242,33,4995,44,Recharge,0
243,9,4973,27,BillPay,0
244,6,1581,32,Recharge,1
245,16,2001,21,UPI,0
246,29,3551,8,BillPay,0
247,3,4164,38,Recharge,0
248,20,154,8,Recharge,0
249,36,1923,50,Recharge,0
250,19,3562,3,Recharge,0
251,26,3179,54,Recharge,0
252,3,932,44,BillPay,1
253,19,4508,58,BillPay,0
254,20,2906,3,BillPay,0
255,32,2590,22,BillPay,0
256,7,427,6,UPI,1
257,41,3410,2,BillPay,1
258,33,3400,23,Recharge,0
259,40,3775,44,Recharge,1
260,39,3154,2,BillPay,0
261,18,2243,38,Recharge,0
262,40,1411,17,BillPay,0
263,1,3291,35,Recharge,0
264,11,2638,34,UPI,1
265,28,4083,23,UPI,0
266,25,4647,30,BillPay,0
267,23,264,52,BillPay,1
268,31,4377,8,BillPay,0
269,30,922,22,Recharge,0
270,42,1043,44,BillPay,0
271,35,4525,58,UPI,0
272,7,874,36,Recharge,0
273,16,2298,5,BillPay,0
274,26,3256,13,Recharge,0
275,48,4342,29,Recharge,0
276,49,3795,31,BillPay,1
277,2,3552,47,Recharge,0
278,1,1014,57,UPI,0
279,48,1408,55,UPI,0
280,12,4277,16,Recharge,0
281,5,613,42,BillPay,0
282,37,2020,30,Recharge,0
283,32,3694,57,UPI,0
284,9,4941,55,Recharge,1
285,41,1509,16,Recharge,0
286,35,4902,12,UPI,1
287,19,4666,17,Recharge,0
288,48,3290,16,Recharge,1
289,16,4591,12,BillPay,0
290,3,1655,8,BillPay,1
291,20,904,20,UPI,0
292,24,1379,3,UPI,0
293,33,3677,16,UPI,0
294,24,3001,30,BillPay,1
295,11,1487,45,UPI,0
296,49,4788,23,UPI,0
297,8,2861,28,UPI,0
298,36,2779,51,BillPay,0
299,38,2206,40,Recharge,0
300,40,4323,54,UPI,0
301,20,4931,5,Recharge,1
302,35,2868,20,UPI,1
303,48,4053,40,Recharge,1
304,25,3286,56,BillPay,0
305,35,3380,44,BillPay,1
306,25,2673,1,UPI,1
307,29,4716,57,Recharge,0
308,18,2699,30,BillPay,0
309,46,4133,21,UPI,0
310,18,336,20,UPI,1
311,2,1404,6,BillPay,0
312,35,3530,22,BillPay,0
313,16,1401,18,UPI,0
314,41,2641,8,Recharge,1
315,36,2151,39,Recharge,1
316,33,541,32,Recharge,1
317,4,2176,33,UPI,0
318,33,3280,53,BillPay,0
319,14,2757,16,UPI,0
320,21,3898,12,BillPay,0
321,48,904,38,Recharge,0
322,20,174,52,Recharge,0
323,8,2275,34,BillPay,0
324,7,4024,14,BillPay,0
325,3,2189,36,UPI,1
326,17,140,33,Recharge,0
327,33,2181,23,UPI,1
328,48,4783,50,UPI,0
329,12,1722,45,UPI,0
330,22,441,2,Recharge,0
331,22,4152,41,UPI,0
332,46,2174,21,UPI,0
333,30,745,2,UPI,0
334,38,4926,27,UPI,0
335,38,4363,57,UPI,0
336,45,709,9,UPI,0
337,8,554,1,Recharge,1
338,27,3053,11,UPI,1
339,27,1808,3,BillPay,1
340,34,3572,52,UPI,0
341,21,3069,23,UPI,1
342,30,3128,26,Recharge,1
343,33,4897,4,Recharge,0
344,28,2781,18,BillPay,1
345,47,3729,55,BillPay,0
346,33,4325,6,Recharge,1
347,5,3167,35,Recharge,1
348,48,1486,22,UPI,0
349,19,3876,43,Recharge,0
350,4,2966,15,BillPay,1
351,35,4888,22,UPI,0
352,49,3463,37,BillPay,0
353,17,4989,52,UPI,1
354,44,4224,42,Recharge,0
355,28,248,12,BillPay,0
356,30,3950,47,UPI,0
357,29,2158,49,UPI,0
358,46,1236,42,Recharge,0
359,6,286,38,Recharge,0
360,35,2954,18,Recharge,0
361,41,1350,45,BillPay,0
362,37,1433,35,UPI,1
363,24,4293,30,Recharge,0
364,29,4250,24,BillPay,0
365,49,2811,42,BillPay,0
366,46,4953,30,BillPay,0
367,31,4601,14,Recharge,0
368,35,1885,6,Recharge,0
369,33,850,3,UPI,1
370,21,1862,16,UPI,0
371,32,4020,7,Recharge,0
372,23,4560,52,BillPay,0
373,33,581,14,BillPay,0
374,3,253,9,BillPay,0
375,18,1624,15,UPI,0
376,25,2220,21,BillPay,0
377,42,2443,35,UPI,1
378,31,1340,2,UPI,0
379,3,160,27,BillPay,0
380,40,1038,2,BillPay,0
381,46,1739,35,Recharge,0
382,24,4220,18,Recharge,0
383,32,4326,14,BillPay,0
384,47,3669,20,UPI,0
385,22,1352,18,UPI,0
386,23,4303,10,UPI,0
387,2,271,25,UPI,0
388,27,1558,2,UPI,0
389,42,3649,25,Recharge,0
390,2,4297,54,BillPay,0
391,26,2422,33,Recharge,1
392,17,1736,36,UPI,0
393,40,3215,31,UPI,1
394,33,4190,14,UPI,0
395,9,3104,1,UPI,0
396,43,429,46,BillPay,0
397,48,3740,16,UPI,0
398,39,3994,54,BillPay,0
399,29,4207,46,UPI,1
400,42,1441,52,BillPay,0
401,26,3763,3,Recharge,1
402,35,315,35,UPI,0
403,25,438,41,BillPay,1
404,24,4162,6,Recharge,0
405,13,2808,25,UPI,1
406,7,3252,13,UPI,0
407,36,1850,53,UPI,0
408,45,2521,34,BillPay,0
409,20,809,8,BillPay,1
410,1,3826,21,Recharge,0
411,8,3742,34,BillPay,1
412,46,4093,4,BillPay,0
413,16,588,25,UPI,1
414,14,146,15,UPI,1
415,12,3459,4,UPI,1
416,23,4973,45,UPI,0
417,15,4906,12,UPI,0
418,28,500,32,UPI,1
419,34,4090,32,UPI,0
420,2,3257,28,Recharge,0
421,32,4445,13,Recharge,0
422,23,490,31,Recharge,1
423,22,3953,14,Recharge,0
424,25,4530,20,UPI,0
425,22,728,18,Recharge,1
426,22,4332,29,UPI,0
427,49,3030,6,Recharge,1
428,42,1621,32,BillPay,0
429,6,926,29,Recharge,0
430,15,4922,43,Recharge,0
431,43,1600,2,UPI,0
432,37,3394,23,Recharge,1
433,33,2519,19,BillPay,0
434,8,1034,31,UPI,0
435,44,3142,51,UPI,0
436,44,4597,5,Recharge,0
437,5,1566,19,UPI,0
438,39,3661,34,UPI,0
439,4,714,10,UPI,0
440,6,1282,25,UPI,1
441,45,3323,2,UPI,0
442,32,2767,11,UPI,0
443,30,230,50,BillPay,0
444,47,3083,31,Recharge,1
445,35,4378,56,BillPay,0
446,40,4559,15,UPI,0
447,16,138,9,UPI,0
448,13,4059,23,Recharge,1
449,42,3687,19,BillPay,0
450,30,1020,9,Recharge,1
451,19,2869,35,BillPay,0
452,17,4211,21,UPI,0
453,19,592,9,Recharge,1
454,28,1231,28,Recharge,0
455,26,3621,46,UPI,1
456,37,410,51,Recharge,1
457,26,838,7,BillPay,1
458,23,3341,16,BillPay,0
459,9,645,16,BillPay,1
460,12,2561,33,BillPay,0
461,1,4446,4,UPI,1
462,1,4954,4,Recharge,0
463,47,1904,39,BillPay,1
464,34,3312,40,UPI,0
465,32,3910,17,Recharge,0
466,48,913,37,Recharge,0
467,25,4224,39,UPI,1
468,40,2132,52,UPI,0
469,45,4672,29,BillPay,0
470,1,4513,52,Recharge,1
471,16,344,36,Recharge,0
472,39,4943,38,UPI,0
473,5,4892,39,Recharge,0
474,22,371,50,BillPay,0
475,29,3611,37,Recharge,0
476,3,1871,52,UPI,0
477,12,1362,35,UPI,0
478,26,2524,7,BillPay,0
479,16,4461,27,BillPay,1
480,37,1020,28,Recharge,0
481,22,3530,22,Recharge,0
482,29,4535,14,UPI,1
483,14,4584,7,BillPay,0
484,28,2724,37,BillPay,0
485,5,3860,22,BillPay,1
486,47,2150,5,Recharge,1
487,49,3600,55,BillPay,1
488,30,1265,2,UPI,1
489,46,475,27,UPI,1
490,5,2133,21,Recharge,0
491,12,245,54,Recharge,1
492,16,4488,38,BillPay,0
493,26,531,15,Recharge,1
494,26,804,21,UPI,0
495,48,2732,10,BillPay,0
496,21,4594,23,UPI,0
497,39,1063,58,BillPay,1
498,36,2334,56,Recharge,0
499,33,2141,39,BillPay,1
500,30,1928,5,BillPay,1
501,37,2208,1,UPI,0
502,23,4168,13,UPI,1
503,10,1038,21,BillPay,1
504,5,4905,26,Recharge,0
505,36,906,50,Recharge,0
506,34,1563,45,UPI,0
507,31,3515,21,Recharge,0
508,10,110,53,UPI,0
509,19,1968,18,Recharge,1
510,32,4967,37,BillPay,0
511,1,984,45,UPI,1
512,5,3664,32,UPI,0
513,45,1489,36,BillPay,0
514,4,3501,17,UPI,1
515,16,4421,35,Recharge,1
516,24,924,49,Recharge,0
517,16,2365,11,UPI,0
518,2,1036,21,Recharge,0
519,49,2900,52,UPI,0
520,28,2653,55,BillPay,0
521,32,3945,53,UPI,0
522,27,1896,26,BillPay,0
523,20,153,4,Recharge,1
524,24,826,34,BillPay,0
525,12,2836,52,Recharge,0
526,35,3270,48,UPI,0
527,33,2013,18,Recharge,1
528,33,1696,40,UPI,1
529,43,2014,35,UPI,0
530,37,2566,41,BillPay,1
531,12,2837,29,BillPay,0
532,3,949,52,BillPay,0
533,1,2209,29,BillPay,0
534,33,102,38,Recharge,0
535,40,4355,42,Recharge,1
536,10,4169,21,Recharge,1
537,43,4976,42,UPI,0
538,44,992,13,Recharge,0
539,29,2130,49,Recharge,0
540,13,3260,41,Recharge,0
541,12,2476,17,BillPay,0
542,31,4775,56,Recharge,0
543,46,2033,9,UPI,0
544,2,1480,41,BillPay,0
545,35,3781,1,UPI,0
546,23,1390,2,Recharge,0
547,17,1740,48,BillPay,1
548,26,2782,29,UPI,0
549,8,1087,33,Recharge,1
550,29,1318,10,UPI,0
551,26,1455,50,UPI,1
552,10,4365,58,UPI,1
553,26,4716,40,Recharge,0
554,34,4235,21,Recharge,0
555,41,1660,28,UPI,1
556,7,1518,11,BillPay,0
557,4,1054,55,BillPay,0
558,45,1083,34,Recharge,0
559,11,1074,8,Recharge,0
560,29,4233,59,Recharge,0
561,36,4072,22,Recharge,1
562,25,1013,8,Recharge,0
563,21,4649,49,BillPay,0
564,36,136,15,Recharge,1
565,10,3487,17,UPI,0
566,37,1811,23,UPI,1
567,9,3120,24,BillPay,0
568,24,895,45,UPI,0
569,35,4136,19,BillPay,1
570,49,4788,5,BillPay,0
571,35,3211,32,UPI,1
572,48,1424,44,Recharge,1
573,36,417,1,UPI,1
574,18,2496,23,UPI,0
575,49,2262,37,BillPay,1
576,39,2845,8,UPI,0
577,32,1691,13,BillPay,0
578,24,3211,8,Recharge,1
579,23,4030,57,Recharge,0
580,32,2096,23,Recharge,1
581,37,1412,43,UPI,1
582,12,1385,1,BillPay,1
583,49,4411,45,Recharge,0
584,13,2483,51,BillPay,1
585,23,3339,24,BillPay,0
586,25,2239,35,Recharge,1
587,35,1804,24,Recharge,0
588,41,462,17,BillPay,0
589,30,2704,5,Recharge,0
590,17,1816,20,BillPay,0
591,49,4551,21,BillPay,0
592,20,4386,40,Recharge,1
593,48,3838,58,UPI,0
594,25,2569,31,Recharge,0
595,22,4895,46,UPI,0
596,13,656,36,BillPay,0
597,19,925,11,BillPay,0
598,49,2908,52,UPI,0
599,36,4621,15,BillPay,0
600,12,2819,19,UPI,0
601,41,3608,7,UPI,0
602,19,3841,51,BillPay,0
603,12,1674,28,UPI,0
604,9,4098,51,Recharge,1
605,7,2229,43,Recharge,1
606,28,2503,58,BillPay,0
607,14,3429,5,BillPay,1
608,31,688,5,UPI,0
609,19,2112,30,UPI,0
610,47,1647,54,UPI,1
611,16,394,32,UPI,0
612,5,2085,8,Recharge,1
613,35,3217,10,Recharge,0
614,12,1790,38,BillPay,0
615,25,1236,47,UPI,0
616,21,2164,32,UPI,1
617,36,4555,48,BillPay,0
618,23,4895,28,UPI,1
619,16,4643,17,UPI,0
620,39,4870,31,UPI,0
621,45,1107,8,UPI,0
622,42,2614,40,UPI,0
623,39,3626,25,BillPay,1
624,14,4781,9,UPI,0
625,31,1347,2,BillPay,1
626,5,4002,15,UPI,1
627,35,1535,50,Recharge,0
628,23,671,3,Recharge,0
629,29,2482,49,Recharge,0
630,43,1345,36,Recharge,0
631,11,2184,4,BillPay,0
632,18,377,14,BillPay,0
633,47,1987,41,UPI,0
634,12,4679,41,Recharge,0
635,9,1365,25,BillPay,0
636,10,4926,58,UPI,0
637,44,1140,55,UPI,0
638,17,1017,50,BillPay,1
639,38,985,10,Recharge,0
640,7,2852,21,UPI,0
641,46,121,36,Recharge,1
642,13,4669,12,Recharge,0
643,40,3291,27,Recharge,0
644,42,2453,40,UPI,0
645,9,4899,2,Recharge,0
646,27,786,54,UPI,0
647,2,384,13,Recharge,0
648,5,4911,53,UPI,0
649,29,3847,32,Recharge,0
650,37,862,31,BillPay,1
651,38,2528,16,Recharge,1
652,19,2607,32,Recharge,0
653,8,128,32,UPI,1
654,48,1006,34,UPI,0
655,45,3204,11,Recharge,0
656,1,4099,10,BillPay,1
657,22,3094,15,BillPay,0
658,17,2606,17,UPI,0
659,7,4765,40,BillPay,0
660,25,3709,18,Recharge,0
661,45,3653,55,UPI,1
662,4,1553,9,Recharge,1
663,36,4933,25,UPI,1
664,6,3456,40,UPI,1
665,31,615,59,UPI,0
666,19,138,14,UPI,0
667,44,3442,58,BillPay,0
668,39,986,25,Recharge,0
669,27,2944,50,Recharge,0
670,10,2304,22,Recharge,1
671,26,1198,52,UPI,0
672,19,1923,30,BillPay,0
673,39,3301,20,Recharge,0
674,3,3255,21,BillPay,0
675,45,3193,44,UPI,1
676,13,3630,32,Recharge,0
677,28,3878,51,BillPay,0
678,20,2996,46,UPI,1
679,28,3553,49,BillPay,0
680,8,3611,56,Recharge,0
681,41,1088,21,Recharge,0
682,39,4216,35,UPI,1
683,1,4126,58,UPI,0
684,3,4279,32,UPI,1
685,13,1782,30,BillPay,1
686,28,4765,55,BillPay,0
687,49,4063,39,BillPay,1
688,25,1033,49,UPI,1
689,33,3698,12,Recharge,1
690,38,3333,41,Recharge,1
691,6,2080,47,BillPay,0
692,44,1955,18,BillPay,0
693,45,3156,21,Recharge,0
694,32,892,13,Recharge,0
695,45,891,21,BillPay,0
696,47,1909,8,BillPay,1
697,21,2355,46,Recharge,1
698,16,3710,40,UPI,0
699,21,1707,46,BillPay,1
700,11,1084,7,Recharge,1
701,37,3776,23,Recharge,0
702,36,3480,44,Recharge,0
703,35,619,32,Recharge,0
704,19,690,11,UPI,1
705,20,1150,22,Recharge,0
706,18,3733,22,BillPay,0
707,47,4544,43,UPI,0
708,41,1059,25,Recharge,1
709,49,792,22,UPI,1
710,14,3999,28,BillPay,1
711,15,4573,29,Recharge,1
712,31,3046,13,BillPay,1
713,1,626,18,Recharge,1
714,3,3324,2,Recharge,1
715,16,2353,29,Recharge,1
716,23,3444,21,Recharge,0
717,11,4065,15,Recharge,0
718,12,1975,52,UPI,0
719,10,1863,27,Recharge,0
720,32,620,50,Recharge,0
721,16,1116,31,UPI,0
722,8,216,15,UPI,1
723,38,2533,51,UPI,1
724,12,683,23,UPI,1
725,24,494,24,UPI,0
726,28,3888,44,UPI,0
727,8,2868,13,Recharge,0
728,28,4267,22,Recharge,0
729,36,3960,43,BillPay,0
730,26,373,37,Recharge,0
731,8,2113,33,Recharge,1
732,28,4533,56,UPI,1
733,28,1489,3,UPI,0
734,37,3666,54,Recharge,0
735,41,4802,19,BillPay,0
736,36,265,23,UPI,0
737,27,1667,29,Recharge,1
738,17,828,30,Recharge,0
739,9,2143,39,BillPay,0
740,33,4297,44,BillPay,0
741,20,3596,47,UPI,0
742,13,878,25,BillPay,0
743,28,313,37,Recharge,1
744,48,3862,47,Recharge,0
745,29,1676,8,BillPay,0
746,13,2548,42,BillPay,0
747,46,3036,58,BillPay,0
748,35,3217,16,BillPay,1
749,6,691,8,UPI,0
750,18,2820,1,BillPay,0
751,5,813,44,UPI,0
752,47,1035,5,Recharge,0
753,25,4437,3,BillPay,0
754,2,101,1,UPI,0
755,10,2948,4,BillPay,0
756,30,4144,40,Recharge,1
757,45,2049,35,Recharge,0
758,5,1017,32,Recharge,1
759,33,3274,42,BillPay,0
760,1,2341,34,BillPay,1
761,18,189,43,UPI,1
762,32,1809,25,Recharge,0
763,47,2269,10,BillPay,1
764,49,4338,21,Recharge,0
765,11,3141,46,Recharge,1
766,21,205,39,UPI,0
767,26,986,27,UPI,0
768,25,527,27,UPI,0
769,22,1995,2,UPI,1
770,27,416,41,Recharge,0
771,49,734,48,UPI,0
772,13,2025,13,UPI,1
773,33,2156,9,UPI,1
774,34,3244,52,UPI,0
775,41,2370,36,Recharge,0
776,35,1539,22,UPI,0
777,1,652,42,Recharge,0
778,21,815,26,BillPay,0
779,48,4011,58,Recharge,1
780,6,1813,54,Recharge,0
781,28,3489,12,UPI,0
782,17,1207,17,BillPay,0
783,5,4306,14,BillPay,0
784,31,350,14,BillPay,0
785,5,2530,57,BillPay,0
786,38,2154,34,Recharge,0
787,3,558,53,BillPay,1
788,23,307,57,Recharge,0
789,37,999,20,Recharge,1
790,37,3561,11,Recharge,1
791,10,3485,16,BillPay,0
792,10,121,51,UPI,1
793,19,509,31,UPI,0
794,17,994,55,BillPay,0
795,21,614,6,UPI,1
796,14,4209,56,UPI,0
797,9,2234,19,Recharge,0
798,46,3695,37,Recharge,1
799,1,3056,58,BillPay,0
800,45,1660,4,BillPay,0
801,13,1366,47,UPI,1
802,4,2269,4,Recharge,0
803,1,3738,20,BillPay,0
804,49,849,10,BillPay,0
805,40,3527,24,BillPay,0
806,32,4880,54,BillPay,0
807,34,2027,35,BillPay,1
808,28,3904,26,BillPay,0
809,31,3802,37,UPI,0
810,8,2456,38,Recharge,1
811,39,4890,21,Recharge,1
812,26,2435,54,BillPay,0
813,34,406,40,Recharge,0
814,3,3765,39,Recharge,0
815,12,2089,21,Recharge,0
816,1,761,10,BillPay,0
817,44,4744,38,BillPay,0
818,5,411,46,Recharge,1
819,30,3020,4,Recharge,1
820,30,1182,57,BillPay,0
821,17,3071,45,UPI,0
822,48,854,20,Recharge,0
823,47,4230,17,UPI,0
824,23,4640,55,Recharge,0
825,15,452,7,UPI,1
826,37,1002,4,UPI,0
827,21,3988,29,UPI,0
828,14,258,14,BillPay,1
829,2,2077,3,UPI,0
830,11,1056,24,UPI,0
831,39,2171,37,UPI,0
832,38,503,16,Recharge,0
833,34,4711,58,UPI,1
834,38,2879,55,Recharge,0
835,34,1487,52,UPI,0
836,18,3553,4,UPI,0
837,30,1055,56,BillPay,1
838,15,1812,24,Recharge,0
839,27,4803,34,UPI,0
840,34,1373,30,Recharge,0
841,38,3911,18,Recharge,0
842,33,2725,19,BillPay,0
843,24,2482,31,BillPay,0
844,15,1541,19,BillPay,0
845,30,3079,49,BillPay,0
846,42,1897,46,BillPay,1
847,17,4490,19,BillPay,0
848,5,4109,22,BillPay,0
849,29,4950,24,BillPay,0
850,4,1494,45,UPI,1
851,10,4381,12,Recharge,0
852,17,1369,30,BillPay,1
853,10,4832,58,BillPay,1
854,17,3814,38,Recharge,0
855,20,629,53,UPI,1
856,24,3723,31,Recharge,0
857,5,3058,36,Recharge,0
858,34,3014,19,BillPay,1
859,6,4989,48,Recharge,1
860,2,3691,45,Recharge,0
861,13,2247,36,BillPay,0
862,43,4673,30,BillPay,0
863,43,3469,55,BillPay,1
864,48,1039,49,BillPay,0
865,11,625,55,Recharge,0
866,47,101,33,Recharge,0
867,23,474,18,UPI,0
868,16,2440,52,UPI,1
869,31,4105,49,Recharge,0
870,11,3152,59,UPI,1
871,16,4748,28,Recharge,0
872,8,2465,59,UPI,1
873,4,1625,47,BillPay,0
874,40,4576,11,UPI,0
875,4,1746,57,BillPay,0
876,25,113,54,BillPay,0
877,3,4699,45,BillPay,0
878,32,2378,33,BillPay,1
879,3,3255,17,UPI,0
880,27,229,6,Recharge,0
881,29,3914,4,BillPay,0
882,32,3316,20,UPI,0
883,19,3038,48,BillPay,0
884,21,4028,47,UPI,1
885,5,2140,27,UPI,1
886,18,127,15,UPI,0
887,28,2213,6,Recharge,0
888,42,1352,47,UPI,0
889,22,4456,14,UPI,0
890,21,2146,11,Recharge,0
891,6,4655,39,Recharge,0
892,1,4123,9,UPI,0
893,5,4496,26,Recharge,0
894,41,3474,16,BillPay,1
895,12,3566,5,BillPay,0
896,26,3181,57,Recharge,0
897,46,3878,52,Recharge,0
898,34,729,10,UPI,0
899,49,369,50,Recharge,1
900,14,2739,3,UPI,1
901,26,2093,13,BillPay,1
